text,label
넌 미세먼지 호록호록 먹으면서 돈벌어라 ㅋㅋ 난 건물주라 숨만 쉬어도 돈들어오니까,1
"재기하다가 낳냐, 운지하다가 낳냐?",1
"앞에서는 지역감정 조장이나 정치적 선동질 하지 말라 하는 데, 이 쓰레기들이 조센족 동원해서 뒤에서는 더 조장함.",1
쿵쾅이들도 트젠처럼 정상적인 여자로 안 보이던데 ㅋㅋㅋ,1
외국인한테는 더럽게 관대한 나라 자국민은 그냥 죽으라는 나라,1
나 처음이라 잘못해 이해해줘..,0
너가 내꺼 본적 있어?,0
당연히 아직도 있긴 하지 ㅋㅋ,0
차가 1대일거라는 고정관념 가진 거 보니 앰생 흙수저인가 보네,1
집에서 담배 피는 애들은 지능이 평균 이하 아님?,1
남 신체부위 찍는거 범죄야 머리가 좇에 지배당한거니?,1
저 여자 성기에 손가락 겁나 쑤셔넣고 싶다,1
치매에 접착 치료제가 개발됐네.,0
네일샵 주인 기본기도 없는데 양심도 다 썩어 문드러지고 인성 터졌네.,1
내가 진짜 저걸 확 죽일 수도 없고,1
저 노망난 노인네는 어쩌다 대통령이 돼서 나라를 말아먹고 있다냐,1
절대 불 안 나니까 걱정마,0
패거리가 안 보여서 일단 두고 봐야잖아,0
어차피 혼날 텐데 튀어야지 멍청하다 진짜,1
키 173cm 유튜버 누나 너무 예뻐,0
어휴; 나도 금수저 집에서 태어나고 싶다; 능력 없는 부모 둔 죄지 뭐,1
하루종일 박힐 생각밖에 안 하는 애들이구만,1
걔네들은 못배운 광대가 돈 벌었다는 자격지심때문에 명품으로 자기자신을 높이는 거임,1
여자들은 애 낳는 기계잖아.,1
강남터미널에서 몸매좋은 여자들이 홀복입고 지나가는 거 봤는데 와우 정말 좋더라,1
하긴 처음이 어렵지 그 다음은 아주 쉬울거야~,1
가슴 A컵인 여자는 키 백팔십넘는 남자 만날 자격이 없다.,1
진짜? 왜 하필 금요일이야?,0
아니 나는 정당 방위를 하려는 거지,0
넌 대놓고 바람 피우면서. 누구한테 이래. 죽고싶어?,1
더불어간첩당 수령님 지령대로 움직이다 들통난 좌빨좀비들,1
난 운따위 안믿어.,0
먹고 다니지 당연히.,0
물리 공부하는데 뉴턴 죽이고 싶다,1
아주 잘나가는 사람 끌어래리려고 발악을 하네 ㅋㅋㅋ,1
지켜볼 필요도 없을 거 같이 생겼네 ㅋㅋㅋ,1
간통죄가 없어지면서 더 많이 불륜을 저지른대,0
하여튼 너같이 생긴 애들은 징징거리지좀 마라,1
니같은 애들이 ㅈ간이지 ㅋㅋ 손발이 떨리네,1
오늘 마치고 마트가서 장 좀 봐야겠다,0
쯧쯧 멍청한놈아 사기당한게 잘못이지 어디서 찡찡거려,1
저 예능 맨날 나오는 애는 재미도없는데 왜 맨날 방송분량 잡아먹으면서 나와갖고 민폐냐,1
너네 엄마가 나한테 다리 벌려주면서 가르쳐 줬는데 불만 있어?,1
"응, 일주일 동안 공부해서 쳤는데 합격했어",0
"문화혁명으로 전국민의 머리를 텅비게 하여 좀비로 만들고, 그 좀비들이 번식해서 지금이 된거지ㅋㅋ",1
맘충들 애들 조용히 안 시키는거 화나서,1
사실적시 명예 회손죄로 고소해도 네 인성은 이미 동네방네 다 소문나고 돌려져서 구제할 길이 없는데,1
공무원 하는사람들은 어릴때부터 공무원이었을까?,0
완전 더럽ㅋㅋㅋ몸파는 거랑 다를게 뭐야,1
나이 먹으면 주름 생기는 게 당연하지요.,0
길거리에 쓰레기를 왜 이렇게 많이 버리는거야?,0
죄송합니다 잘 옮기겠습니다,0
한미동맹 아니었으면 넌 태어나지도 못 했어,1
에효 더러운 의젖제시 나는 안만지고 만다,1
아이고 족발 맛있겠다,0
잣도모르는게 한글안다고 아무대나 찌끄리고,1
혈압이랑 당뇨는 유전 맞는데 뭔 쌉소리지?,1
틀딱들도 처맞아가면서 무급으로 배웠으니까 배알꼬여서 그러는 거지,1
누구를 낚으려고 이따위 기사 쓰신대,1
니가그러고도사람이냐,1
주는 대로 받으면 안되냐?,0
인기만 생각하고 아이돌 캐스팅하는 감독들 다 죽여버리고 싶음.,1
남편이 부인 챙기는 건 잘하는 게 아니라 배우자의 도리다,0
너무 멍청해 보여서 웃겼음ㅋㅋㅋ,1
솔직히 술 먹고 운전대는 안 잡아야 하는 거 아니냐?,0
면상부터 정 떨어지는 역겨움 우엑,1
"학력, 스펙위조에 동거만 여러번에 룸살롱 에이스 출신이라며?",1
그럼 미리해.,0
대구에서 이번에 확진자 엄청 나왔네,0
걍 죽도록 패버려,1
안녕.오랜만이야.,0
인류애까지는 너무 멀고 이웃사랑도 안하는 놈들이야.,1
이런거 하니까 니가 정공소리 듣는거야,1
왜?,0
쟤는 클수록 얼굴이 이상해지네,1
"아니, 돌덩이도 가루 내는 성능 좋은 분쇄기 나한테도 있어.",1
제가 선약이 있어서 미안하게 되었네요,0
내가 데리고 사는건 상관없지만 2세의 머리는 생각 안함?,1
지들 부모마냥 호갱짓 하던거 DNA에 새겨졌나봐,1
일상생활에서는 동성애자를 만날 기회가 별로 없지.,0
나 너무 못해서 티어가 안올라,0
인터넷에선 글 제대로 읽고 쓰는 게이들 1%정도임 ㅋㅋ,1
응 내 건데 왜 그래?,0
에이 그건 아닐꺼같음ㅋㅋ 끝나고 어디 갈 수도 있고 그냥 자기만족이지,0
고백은 고마운데 난 너한테 관심없어,0
야 너네는 코딱지 안 파냐?,0
나 진짜 배고팠잖아.,0
무슨 정박아도 아니고...,1
성희롱 하면서 키득대는 거 보면 바가지로 뚝배기 깨버리고 싶어,1
다른 옷 입어보는 게 어때요?,0
그럼 병원부터 갈 것이지 멍청하게 왜 징징거려?,1
서로의 연인을 바꿔가며 데이트를 한다고?,0
우리집은 미원을 사용하지 않아요.,0
그런 똥차는 평생 그렇게 쓰레기같이 혼자 살게 내버려둬야 해.,1
솔직히 캐시템 안사고 이정도 한거면 잘 하는거긴 해,0
공기만 축내는 불쌍한 인생들이라니까.,1
불륜남 샠히 돈 떨어졌나? 돈 벌라고 설치는 거 줄라 웃기네…ㅋㅋ,1
헐 남자아니야?ㅋㅋㅋ,1
이 벌레들을 잡지 않고서는 대한민국의 미래는 없다.,1
니가 떠나줄래?,0
나 주말에 부산 놀러 가,0
가끔 흥보영상에 나오는 여자 대학생들 보면 따먹고싶더라 헤헤,1
니가 두고 내려놓고 남을 의심하네 아주 대단한 인성이야,1
진심 현실에서 지들이 못하는 십덕쿠니까 그런거 보고 만족하는거지,1
그럼 한남 탈출은 무슨 순?,1
못생긴 추남 주제에 누구한테 작업이야,1
빨리 못갈거면 좀 비키세요 길 다 막고 있지 말고,0
미안해. 누나. 사기를 당하는 바람에 한 푼도 없이 다 날렸어.,0
교포야? ㅋㅋ,1
느그빠 선물을 왜 나한테 묻노 ㅋㅋ 그리고 니가 언제부터 아빠 있었노? 고아 아니였노,1
역시 대륙인가 언제나 어메이징 하네,1
왜 자꾸 일을 만들어오는거야?,0
병아리 너무 귀여운 것 같아,0
그니까 제정신 아닌 것들이 헛소리하는 걸 필터도 없이 퍼다 날러,1
"응, 계급이 사라지고 모두가 행복한 사회가 됐으면 좋겠어",0
어 그거 유튜브에 떠가지고 영상봤어,0
지하철 고딩련 다리 사이에 가지 꼽아버리고 싶다,1
아니 그런 게 아니고서야 애 발달이 저 모양이겠니?,1
이제 오래 연재 하니까 초심을 잃었네,0
어제 따먹은 계집이 조이는 맛이 장난 아니더라,1
아랫집인데 걸으실 때 발꿈치 좀 들고 다니세요.,0
그러게 남자에 기생에서 살거 같은 기생녀 같은 사람,1
"이 돼지들아, 그러니까 살이 뒤룩뒤룩 찌지. 그렇게 먹다가 너네 내일 뒤질지도 몰라 ㅋㅋㅋ",1
아오 진짜 별 이상한 놈 때문에 시간 다 날렸네,1
그니까 그 프로 안 본 입장에선 걔 동생 데뷔했다는 걸로 한 번이라도 무대 보긴 할 듯,0
와꾸 아작난 한남은 가도 못 먹어 ㅋㅋ,1
드디어 바꾸기로 마음 먹었냐?,0
사립대 다니는 애들은 다 불효자야,1
지금 미성년자 학생을 성적 대상으로 보는 거야?,0
이런 참신한 멍청이를 봤나. 아무것도 모르면서 많이 까분다.,1
너 이거 버스기사때문에 다친거야?,0
군인들 한테 왜 그래ㅋㅋ,0
알만한 사람들은 다 알지,0
"아니면 알콜중독으로 피 토하며 죽을 수도 있는, 뻔한 환경 아니겠어?",1
거래처 그 친구는 어디서 그런 싹수 노란 짓만 배웠는지 몰라,1
이게 다 쓰레기통이 없어서 그렇지 저 사람들 때문이겠니,0
대만은 한국인 혐오 심하다며,0
핸드폰 굳이 접어야 되냐?,0
그럴 감은 아닌 것 같지 않아?,0
그들만의 리그 이런건 이제 없어져야할때가 온거같아,0
사랑한다 사귀자고,0
어휴 소추라서 정상위말고는 못하는 주제에ㅋㅋ,1
진짜 이래서 남자들이 문제야,1
늙어 빠진 게 뭐 대수라고.,1
악플 다는 애들은 도대체 무슨 생각으로 다는 걸까??,0
쩝쩝충은 식사 기본 예절도 못배운 미개하고 저급한 존재야,1
웅 나 모태신앙이라 어릴 때부터 쭉 다니고 있어.,0
니 같은 거지는 돈도 없으면서 관심 꺼라.,1
뭉티기가 뭐야?,0
지나가는 할머니까지 따 먹고 싶을 정도야,1
아니 축구 저렇게 하면서 주급을 저렇게 받으면 내가 축구할래.,1
입만 털지 말고 집에 처박혀 있어.,1
여자들도 하던데?,0
못먹어도 서울이지 지방에서 틀딱들 욕하고 진상부리는거 다 수발드는거 나는 못함,1
지 생각하는 거 귀찮으니까 걍 똥국 싸질러놓고 직무유기하네,1
여자가 남편이 먹고 싶다면 잔말 말고 차릴것이지,1
야 니 우리 사장님 얼굴 알제 오눌 어떤 손님이우리 사장님보도 잘생겼데,0
아 진짜? 알아보고 신고해야겠네,0
박씨나 지금 나온 윤씨나 현대통령이였음 지금보다 더했음 더했지 덜하진 않았을걸 나는 안다 히발새기야,1
모르는 사람이 주는 음식은 걍 입에 넣질 말아야 함,0
"괴물 같은 것, 저게 인간이냐? 마귀 사탄이지.",1
뭐래 ㅡㅡ,0
흑인들 일자리 없어지면 공장 가면 되겠네,1
헬로 전라디언~~ 너네 동네 빼고 다 바뀌는거 알고있다 라디언~~~,1
그니까 대학도 솔직히 요즘 다 패드로 공부하잖아,0
역시 니거들이 피지컬은 대단해.,1
ㄴㄴ 맘모스 빵 아냐? 진짜 피부도 여드름 뒤지게 펴서 토나올거같음.,1
다 처리 했습니다.,0
전 여자친구를 죽여서 암매장했다고?,0
그러니까 시청률이 그 모양 그 꼴이지,1
네 부모가 너한테 관심이 얼마나 없었으면 여행 한번도 안 데려갔을까.,1
그 엄마에 그딸이라는 말 모르냐,0
작가가 늙어서 구시대적인 건지 그냥 사상이 더러운 건지 모르겠다,1
11월 안에 자격증 두 개 따려구,0
응? 저 여자 무슨 문제 있어?,0
그래서 그런지 가벼움은 기본으로 깔고 행동하는군,1
이래서 사람이 착하게 살아야 돼,0
나 되게 생각 많이 하면서 사는데?,0
여기 애들은 같은 성별이면 용서되나보네,0
축의금 준다고 하고 못받아서 너무 억울해요,0
그러기엔 너무 졸린데 어떡해요,0
명색이 남편이 되어서 아내 하나 만족을 못 시키나,1
오냐오냐 꿀빨고 대접받으면서 자라서 그 모양 그 꼴이 되는 거지,1
솔직히 날씬하고 몸매도 좋고 해야 같이 일할 맛이 나죠,1
틀딱들 대체 새벽부터 어딜 그래 싸돌아 다니냐?,1
뭐 시킬꺼야? 골라봐.,0
여자친구랑 다시 만나고 싶어ㅜㅜ,0
처음 관계하는데 좋다고 벌리는 여자는 거의 없을걸?,1
열심히 좋아하시네 ㅋㅋ 한거 1도 없는데 그게 어떻게 열심히 산거냐;,1
정상적으로 세금 납부하면 받는데 기준이 안되서 못받을걸?,0
아니 여탕으로 이어지는 거라는데 이상한 소리를 하고 있어,0
더 좋은 회사 많은데 왜 굳이 거기서 일해?,0
그러게 아이돌 하기에는 쌩얼이 겁나 못생겼는데 ㅋㅋㅋ,1
옛날 버릇 못 고치고 아직 일진놀이 하면서 허세 부리는 것 보니 곧 인실ㅈ 당할듯 ㅋㅋ,1
여기 삼겹살 진짜 맛있다,0
너가 안경 벗은 거 한 번도 못봤어,0
ㅋㅋ쟨 거의 호빗아니냐?ㅋㅋ,1
그런 냔들 잡아다가 노가다나 시켜야되는데,1
노처녀는 이유가 있어.,1
니가 다른나라 살았으면 글 몰라서 출생신고도 못하는거야,1
남편이 등산모임에서 다른 유부녀랑 만나서 우리집에서 밤일하는거 나한테 들킨 이후로 밥먹는것도 꼴보기 싫어졌어,1
노인들 qr코드 못찍는거 답답하네,0
동남아 여자들 데려와봐야 다 영악하다던데,1
야 그럼 안에 냅다 싸지르고 임신시켜서 결혼부터 해,1
일본은 정말 멋진 나라야,0
얼마나 보셨다고 제 실력을 판단하시나요?,0
내 다리가 짧은거면 넌 걍 하반신이 없는거지,1
그래 부모님의 사랑은 역시 대단해,0
별 진짜 수준 미달인 애들이 나와서 연예인이라고 하네,1
우리 사장 경리 뽑을 사람한테 결혼했냐 남친있냐 임신계획있냐 물어봤하데,0
너 또 내 옷 입고 나갔다왔냐?,0
국격 추락이 몇 년째냐,0
청년이 보증금 1억 있으려면 부모를 잘 만나야 된다 이 무식한 자식아,1
나이도 다른 후보들 보다 한참 어리던데,0
너같이 키작고 돈없으면 이 세상 어딜가도 널 좋아하는 여자는 없다,1
하 이래서 모자란 애들이랑은 상종을 하면 안돼,1
한글날 특집 이벤트에 개떡같은 글 싸지르고 싶냐,1
자살골 넣지 말고 진짜로 걍 자살했으면 좋겠음.,1
혼자 착각하신 거잖아요.,0
틀딱같은 소리 하고 자빠졌네,1
툭하면 뭐? 뭐? 대화 방법을 좀 고칠 수 없어?,0
너 믿고 저번주에 주식들어갔는데 오늘 왜 이래?,0
저런 쓰레기는 솔직히 그냥 죽는게 제일 정답이긴 해,1
진짜 평생 반신불수로 살고 싶냐,1
내가 니 돈으로 사냐? 왜 갑자기 시비야? 그렇게 남 욕하는 니가 더 한심하다,1
착한 사람 만나고 싶다 나도,0
네 폰번호 알려줘 같이 모텔이나 가자,1
"그래도 우리나라 최고의 대학인데, 우리라고 쉽게 들어 갈 수 있는 곳이 아니잖아?",0
뭔가 아파트가 올라오는 느낌이네,0
그럼 업체를 먼저 컨텍하고 작업하면 되겠다 그치,0
매너없는건 진짜 꼴불견이지,1
