text,label
저런 체력으로 아이돌은 어떻게 한대? 진짜 놀랍네.,0
아침부터 난리였는데 결국 총 쐈자나,0
얘네 전라도였음? 충격적이다.,0
난 그런 취향이 아니야.,0
도련님 못하겠으면 아이 삼촌이라고 해라,0
ㅋㅋ 내가 고생시키는 건 사실이니까 감수해야지.,0
앗..근데 사장님들은 어쩔 수 없이 다 해주더라 자영업은 힘들어 ㅠㅠ,0
차라리 귀가 안 예쁘고 얼굴이 예쁜게 낫지.,0
아아 아니에요 쌤은 모를수도 있죠,0
그러니까 ㅋㅋ 그러면서 자기는 재테크 한답시고 계속 삼,0
"하, 이 냥반 까칠하게 나오시네.",1
페미니스트들이 좋나게 빨아주잖아. ㅋㅋ 걔네는 동족이면 좋아해 주거든 ㅋㅋ,1
저거는 사장부터가 뇌가 썩은 쓰레기인지라 답이 없어,0
근데 남자들 부인한테 집사람이라고 하는거 나만 불편함?,0
그건 그냥 비판을 위한 비판이잖아,0
내가 업소녀가 돈쓴다고 대주게 ㅗㅗㅗ,1
그냥 애들이 발로 휘갈긴 거 아니야?,1
갓난 애 살해한 여자 뉴스 봤어?,0
기저질환 있었겠지.,0
얼음 와그작 씹어먹는 거 거슬려.,0
"서민들은 2%대 이자라도 받으려고 이리저리 옮기는데 누구는 철길 빗나가게 해서 수백억 차익 남기고, 누구는 어지럽다고 퇴직금 50억 받고, ㅋㅋㅋ 세상 참... 현타 옵니다.",0
그니까 ㅋㅋ 진짜 힘들지도 않으면서 무슨 남자들 탓하는건지 답도없다,0
"그러게, 사실 그 가수 히트곡도 없고 실력도 없는데 왜 자꾸 TV에 나오는지 모르겠어.",0
ㅋㅋㅋㅋㅋ말하는거 진짜 웃기네,0
#@인간및인간집단.조직및단체.정당#은 나라 망하게 하려고 작정했나봐.,0
이 시국에 클럽 가는 애들은 그냥 뇌가 없는 건가,1
ㅋㅋ음 그런 거 같기도 하고?,0
완전 제 정신이 아니구만.,1
사과문 쓴 꼬라지 봐라ㅋㅋㅋㅋ,1
너 그런 말도 할줄 알아?,0
너가 바꿔서 생각해봐 열심히 수업하는데 자면 기분 좋겠냐 ..,0
"비정상이면 다행이지, 그냥 병쒼이야.",1
글이 너무 더러워서 눈뜨고 못봐주겠네,0
선지 언냐들 몰려온다,1
아 정신병 걸릴 거 같애,0
일면식도 없는 외국인 따라가는 여자들은 뭐냐?,0
미팅 장소에서 그동안 여자 못 만나본 티 안 내고 싶은데 어떻게 하냐?,0
지식갑질 하더니 역관광 제대로다,0
여자한테 인기 많은 여자 유형은 두가지임,0
어제 운동하다가 다쳤나봐. 팔꿈치가 너무아파,0
서로 취향 말해보는 거 어때?,0
근데 세상살이에 관심없으면 진짜 모를 수도 있을듯ㅋㅋ,0
말로는 여포네,0
그니까..늙은 것을 받아드리지 못하는걸까?,1
쓰레기는 얼른 쓰레기통에 버리자,1
아주 지 꼴리는 대로 해석하네?,1
생일 선물로 오빠한테 명품백 사달라고 해야지~,0
먹는 법을 모르네,0
용적률부터 먼저 풀어야지,0
니가 알아서 뭐하게?,0
"그러니까, 저게 무슨 남자야, 걍 시체처럼 생겼어 ㅋㅋㅋ",1
육수도 고기 들어가는 거 알지?,0
고인 드립 치지마 더러운 일베충아,1
아니 두 달 전에 너 나한테 전화해서 급하다고 빌렸잖아.. 내역보면 나와있어 보여줄까?,0
집에서 마시는게 무슨 술이냐.,0
너는 만날 피곤하다는 말만 하는구나.,0
코로나 나아질 기미가 안보이네,0
아 돌빵이야 그게 해결책이 아니라고 슈우발 진짜,1
그냥 똥눈거까지 알아야 되나. 일총이 야신 참배하는 게 뭐 그리 대단한 일이라고.,0
공시충들 인강 끊어달라고 박박 우기는데,1
잡혀갈 소리 하고 있네,0
쟤네는 무슨 고집인지 미드에 저걸 들고 나오네.,0
너 그거 성희롱성 발언 아니냐,0
왜? 차 사는거 안좋아했잖아,0
아직도 #@인간및인간집단.인물.정치인.남성# 같이 덜떨어진 인간 지지하는 인간들이 있네 ㅋㅋㅋ,1
야 나 저번에 남자애들 단톡 봤거든?,0
그니까 정신차리면 세상에없을수도 ㅋㅋ 아까는 진짜너무놀랬다,0
국가대표 축구 경기 보면 체할거 같아,0
아니다! 머리로 사람을 평가하지 말자,0
아니 여기서 이렇게 계속 소리지르시고 그러시면 안된다고요,0
호박에 줄그은 그림이 54억이래 대박이네,0
탈레반은 진짜 여성인권 최악이네,0
빙판이나 눈길에 안 미끄러지려면 당연히 그래야지,0
널 나쁜 사람으로 만든 게 아니라 네 존재자체가 문제인거야,1
"숙제 해도 난리 안 해도 난리, 나보고 어쩌라고요?",0
질문을 엄청 길게 하네,0
"얘들아, 수업 중에 좀 조용히 하자.",0
쿵쾅 이러는 것도 상황 봐가면서 적당히 해야지,0
아 됐고 얼굴 관리 좀 잘 해.,0
너무 그렇게 나쁘게 말하지 마,0
아빠도 어디 가서 아빠 노릇 한다고 하지마세요 저도 힘든데 옆에서 그런 소리하면 저도 힘들어져요 아니면 내 입장에서 조금이라도 이해 줬으면 이런 소리도 안해요,0
흑인이 하는 유튜브 채널도 인기 많아,0
이벤트 신청하려면 어떻게 해야 하나요?,0
야 시끄러우니까 TV소리 좀 낮춰,0
상폐된 여자들도 그런거 TV에서 보면서 자위하는거지 ㅋㅋㅋ,1
올린 게시물들 정리 많이 될듯,0
모나미룩 왜 이렇게 많이 보이냐?,0
어차피 해줄거면 그냥 해주면 되지~,0
억울하면 그럴수도 있지,0
응 왜? 예쁘지?,0
백신 안 맞겠다는 애들 주변에 있으면 바로 인간관계 손절해라,0
걍 물린 붕딱들만 기술 있다가 물고빨지 사실 아무도 실체를 본 적이 없음 ㅋㅋㅋ,1
검새 판새 국개들이 움직여야 바뀌지,1
애는 뭔 죄냐,0
저 사람은 정신상태가 쓰레기였어,1
아주 그냥 썩어 문드러져 버렸지,1
요즘 사는게 너무 힘들고 삶이 팍팍하다,0
헬조선인 줄 알았는데 옆나라를 보니 헤븐조선이었어.,0
돈에 눈이 멀어서는 ㅉㅉ,1
현실 파악이 안 되는 타입이네,0
힘들기는 무슨 그냥 가만히 앉아서 손님만 받으면 되는건데,0
우리 선생님은 미국 사람인데 한국 사람처럼 생겼어요.,0
그리해봐야 마지막 남는건 온 몸에 질병뿐이야,0
중국은 대체 왜 저럴까.,0
그래서 내가 뒤돌면 배가 고팠나?,0
시대가 언젠데 옛날 os를 사용하지 저 회사,0
그래도 내 정성이잖아.,0
게이 새끼들 나와서 꼴 보기 싫어,1
그거 비싼거니까 조심해줘.,0
네가 평소에 노력을 안하지 그 모양인거지,1
나이 차이 많이 나는 남자랑 사귈 수 있음?,0
교수님들은 왜 한학기만 쓰는 책을 3~4만원 씩 주고 꼭 사라고 하는걸까..,0
우리도 옛날이었으면 태어나질 못했겠다,0
기부하는 꼬라지를 본 적이 없음.,0
엥? 어제 ? 어디서?,0
왜 30대 넘어서 여자 만나서 결혼하는 사람도 있지 않냐?,0
엥 저기 저분들 말하는거야? 내가 보기에는 그냥 그런데...,0
국고가 비어가서 큰일이야,0
옛날 범죄자들은 경찰이 무서우니까 떨고 그랬어,0
이번 국민지원금 디자인에도 페미 손가락 들어가 있는 거 알아?,0
미국 드라마에는 게이가 왜 이렇게 많이 나와,0
응 너한테 보여주려고 입는 거 아니야~,0
매해 그렇지 뭐 근데 진짜 현실성 없다 다들,0
아 쟤는 왜 저렇게 앙앙대냐,0
#@인간및인간집단.조직및단체.정당# 지지자들 수준 알만함 ㅋㅋㅋ,1
응~ 아니야.,0
한 번만 더 마주쳐봐라 진짜,1
걍 조심하긴 했어야 한다는 말이지,0
팔로우가 안되어 있는데 누구시죠?,0
너 의처증 있어?,0
아니 주민센터에서 뭘 하길래 1시간동안이나 기다리게 하냐고,0
넌 털이 왜 그렇게 많아?,0
할마시가 아직 가기 싫은데 영감이 벌써 부른다고 했으니 마음에 걸렸겠지,1
아저씨 무슨 운전을 그따위로 험악하게 해요?,0
김치 그냥 사서먹으면 안돼?,0
ㅋㅋ그치 존못이 어디서 나대.,1
다들 답답하겠지,0
넌 진짜 미래의 성범죄자다 왜 그러고 살아 ?,0
여론이든 선거결과든 둘 중 하나가 이상하다,0
이해못하겠다,0
점수도 잘 줘서 난 좋음,0
아 왜 발을 밟아요? 진짜 어이없네.,1
미성년자한테 수년 동안 몹쓸짓을 한 쓰레기인데 연예인이 아니라고 보호하는 게 올바른가?,0
그니까 더럽다 한남들 뒤져라,1
요즘 모기가 기승을 부리네,0
덜떨어진 모지리들 맞지.,1
아들아 그만좀 자고 일어나라 쫌,0
이번에 면접자한테 면접비를 나라에서 지원한다하네,0
살 너무 찌면 건강도 안 좋아지지 않나?,0
20대 신입 여직원이 이성으로서 예뻐보이네요 저는 40대이지만 동안소리 많이듣는편이고 키도 크고 능력도 괜찮습니다,0
야 돼지라고 그만 좀 놀려 스트레스 받아,0
무뇌증도 이 정도면 말기다,1
빠순이들은 머리가 어떻게 된 거임?,0
내 생각에 우리나라는 아직 후진국이야.,0
아 오늘 진짜 일진 사납네,0
와 왜이렇게 동안이야?,0
저런 조심좀 하지.,0
아 갑자기 왜 나를 공격하냐?,0
요즘 고등학생들은 다 치마가 짧네,0
39세 나이에 암투병으로 사망. 안타깝다.,0
기름기 잘 없어지게 빡빡 닦아야지.,0
모든 여자 연예인들은 19금 화보집 만들어야 하는거 아니냐?ㅋㅋㅋ 진짜 성 상품화로 만들면 남자 팬들 난리 날건데 아쉽다,1
아몬드가 콜레스테롤 수치를 낮춰 준대,0
수준 참.. 욕 많이 먹어봤나봐?^^,0
저렇게 다 큰 남자애를 여탕에 데리고 들어와도 되는거야?,0
아 나 살 빼야겠다 요즘 너무 쪘어,0
꼭 머리 빈 애들이 입만 나불거리지,1
"너는 화장도 안 하고, 여자 맞냐?",1
누구 인생 조질 일 있냐?,0
젊은 애들이 싸돌아다녀서 이 지경이 된 거 아니야,1
너는 왜 맨날 애새끼같이 굴어?,1
엉..? 왜 난 맛도있고 재미도 있어서 좋던데 반응도 좋고 넌 별로인가봐 ?,0
주변 사람들이 힘들겠네.,0
아니 뭐 어그로 끈것도 아니고 기부도 하고 착하게 살던데 왜이렇게 욕을 먹냐,0
내 머리 숱이 이렇게 많은 데 무슨 소리야?,0
아직도? 당장 다음 주가 시험기간인데 왜 그러시는 거야..?,0
알겠습니다.죄송합니다.,0
정신병이 뭐 죄도 아니고 뭘 저렇게 숨기려해,0
그니까 다른 멤버들도 쟤는 오빠빨로 됐다고 인식하는 듯….,0
쟤는 공무원 준비한다고 몇 년째 저러고 있어.,0
또 20대 한국 남자가 범인이겠지,0
나 일하는 동안에는 폰을 잘 못 봐서.,0
어 그 반찬 만들어주는 거?,0
아 정말?내 추측이 맞았네.,0
상의나 하의나 좀 크코 박시하게 입는 게 요즘 유행이잖아.,0
미개한 짱깨들이랑 다를 게 뭐냐,1
헐~~ 다른 사람들 맞아서 집단 면역 형성 되면 난 안맞아도 된다는 마음가짐이냐?,0
몰래 조금씩 버려보고 있는데 눈치 채면 큰일날 듯,0
정부는 왜구 앞에서 야광봉 흔드느라 바빠 ㅋㅋㅋ,1
너무 추워서 이가 딱딱 소리나,0
그러니까 처음 터졌을 때 제대로 사과했으면 몰라.,0
와 저기 초딩 둘 연애하나봐.,0
왜 갑자기 운동하려고 마음을 먹었어?,0
저런 것들 대충 술집 나가는 것들이야.,1
"어제 기사 보니까 자영업자들은 너무 힘든데, 오히려 배달 대행 서비스는 훨씬 이득 봤다더라",0
참전용사들이 자유를 위해 싸웠지 호모포비아들을 위해 싸웠겠냐?,0
"미안합니다, 저희 아이가 뛰어노는 걸 좋아해서...",0
고양이를 왜 기르냐,0
난 소심한 스타일 별로 할말 다하는 사람이 좋아 근데 니 남자친구 왜?,0
한번 치여보셈.,1
어디 부끄러운줄 모르네 요즘은,0
으이구 나이가 들면 알아서 뒈지지ㅉㅉ,1
와 얼마 전까지 운영하던 양심 가게 또 문 닫았네?,0
와 여자 헬창은 다르긴 하네,0
그래? 그럼 계속 해봐,0
하루종일 집에만 있는데 어떻게 냄새가 안나냐 ㅋㅋ,0
드라마 내딸서영이는 현실고증이 엄청난 드라마임,0
사실 잘생긴 사람들은 논외로 둬야함,0
어때 오늘 나 괜찮지?,0
왜? 뭔 경기 봤길래?,0
하 심심해 연애하고싶다 ㅠㅜ 나도 사랑하고싶단 말이야 이 청춘이 아까워,0
가르치는 직업이라고 다 도덕적인 건 아닌거같음,0
나 오늘 성형외과 상담 받고 왔어,0
아 진심 그것때문에 나 지각할 뻔 했어,0
우리 가족이 해외 갔다가 사온 거야,0
맞아 그럴거면 큐앤에이 왜 하냐고 ㅋㅋㅋ,1
DNA 결과를 거부했단다,0
진짜 미안하면 당사자한테 가서 조용히 사과하고 용서를 구해야지 ㅋㅋㅋ,0
친구 맞냐? 이름 보니까 이상한데,0
멧돼지냐?,1
학생때 왕따나 학폭당한거 성인되서도 붙잡고 있는거 이해안감,0
#@인간및인간집단.인물.인물_무정보.여성# 즙짜는 거 봐라.,1
와 #@인간및인간집단.인물.방송인.여성# 손 봐라 진짜 이쁘게 생겼다,0
요즘 고졸들 무시하나요,0
쟤처럼 음식 깨작대고 골골대는 사람을 고삭부리라고 하는 거야.,0
성난 국민 민심에 휘발유를 부었네,0
그거에 호감 갖는 국민이 있다는 거지.,0
그런 건 왜 물어,0
왜 그러는데?,0
나 늙었나봐.. 신조어 하나도 모르겠다,0
학교에서 맨날 애교부리면서 다니는 여자애들은 자기가 사랑 못받고 자라서 그런거야 ?,0
이번학기 학점 완전 개망함,0
그래봤자 미국가수한테 바로 털릴텐데 ㅋㅋㅋ,1
휴대폰처럼 사용량에 비례하는 요금제를 만들면 되잖아,0
소속사 사람이 둘이 헤어졌다고 귀띔해줬어,0
청년 일자리도 못만드는 정부가 살인자야.,1
이런 거 보면 #@인간및인간집단.인물.정치인.남성#이 훨씬 낫지,0
나 어제 영어학원 새로 등록했는데 관두고 싶어,0
뭐래 내가 너보다는 잘하고 있는데 불만 있으면 친추 걸어서 1대1 하자,0
인생은 진짜 노력하고 운도 좋아야함 노력하다보면 운도 좋아짐 ㅋㅋ,0
야야 2년 고생했는데 그정돈 봐줘...,0
아빠 양복 뺏어서 입은 것 같음,0
무한도전이 사실 재밌었다,0
이재명 문재인 청와대 회동 시작 했다더라,0
요새 남혐 여혐 너무 심한 것 같아,0
거울도 안보고 사니?,0
병원에서 치료하는척하며 여자에게 성희롱했대,0
하루에 두번 씻을때도 있는데 ㅋㅋ 그리고 모기는 깨끗한 피를 더 좋아한단다,0
그 니트 너무 부해보이는데?,0
지능 밑천 다 드러났냐?,1
#@인간및인간집단.인물.체육인.남성#는 구단한테 뒤통수 제대로 맞았네,0
저#@인간및인간집단.인물.인물_무정보.남성#앂자석 언젠가는 내손으로 복수하고 한다.,1
그니까 ㅋㅋㅋㅋ 나도 공감돼 어떻게 저렇게 할까,0
자기들 편하자고 남 불편하게 하는 거 너무 이기적이야,0
적어도 여당 쪽은 절대 뽑아서는 안된다.,0
보복운전때문에 운전하기가 무섭다.,0
님아 베플내리셈 ㅋㅋ 언제쩍 텐트야ㅋㅋ요즘 어플 예약인데,0
이게 국가별 평균 외모래,0
진짜 양심이 있으면 피디들 섭외 좀 제대로 하라고,1
#@인간및인간집단.인물.정치인.남성#은 오히려 나가서 청년결집해주지 않음?,0
법이 그렇게 쉬워보이냐?,0
넌 승부욕이 너무 넘쳐서 탈이야,0
나는 이번 실수한 직원이 어떻게 될까도 궁금하다,0
어짜피 하지도 못 할건데ㅋㅋㅋ재밌네,0
저번에 회식때 과장이랑 같이 모텔갔데,0
양아치 짓 해대더니 뿌린 대로 거뒀다,1
이기적인 인간들은 지 필요할때만 찾더라,1
#@인간및인간집단.인물.정치인.여성# 또 병원행이라네,0
대만인들을 섬짱깨라고 하는 거야?,0
지금 뭔 소리래,0
한녀가 키타령 외모타령하면 뭐라고 하면서 갓양녀들이 하니까 당연하다고?,0
여기 사장은 저 알바생 안 자르고 뭐한다니?,0
‘무운을 빈다’가 운이 없기를 바란다는 뜻이냐? ㅋㅋㅋ,0
걔는 도대체 직업이 뭐냐?,0
완전 너 무시한거 아냐; 헤어져 그냥,0
넌 너가 이상하다는걸 너희 부모도 알어?,0
그니까 퇴근 하는 사람들 더 밀집되라고 그러는 거 아니냐,0
이게 조롱으로 느껴지면 니 지능이 딸리는 거 같은데?,1
키즈카페 아르바이트 하는데 어린애들 진짜 때리고싶더라,0
저 사람 드라마 나오는 거 오랜만에 보네,0
제사상 빨리 받고 싶으면 그래라!!,0
국민들을 얼마나 무시하면 저럴까?,0
나 떨 알레르기 있어,0
너 용돈 받지 않았냐?,0
누가 봐도 방구석 메갈퇘지들 짓이네 ㅋ,1
#@인간및인간집단.인물.정치인.여성#은 #@인간및인간집단.조직및단체.정당# 쪽에서 먼저 뽑았다.,0
노키즈존 카페 없어?,0
특히 절라도 자식들이 제일 문제지,1
ㅋㅋ 완전 그나물에 그 밥 아니야?,1
배부른소리하네 싯팔 나같은 백수는 어쩌라고,1
얘네 요즘 운동 열심히 한다고 하더라,0
빚을 내서 6천만원이나 했대요,0
너 여자친구랑 내일 여행간다며?,0
뭔지 궁금한데 알려 주라.,0
어쩌라고 쥬쥬 존좋아하죠~,1
"아 들었어,  #@#에 아파트 이름까지 적어둔대",0
댓글 적으신 한남님들 임신 가능하신가요오?,0
그 놈은 분노조절장애임,1
저 사람 말 진짜 못한다,0
주고 받는게 있어야지 너두 사회생활좀 잘해,0
저 과장은 왜 맨날 나 무시하는거지?,0
그렇게 말할 만 하니까 하지,0
"쓰레기 같은 촉법, 썩어빠진법인데 없애 버리자",1
얼마나 인성이 개차반이면 그럴 수 있지?,1
넷플릭스가 공중파도 아니고,0
깐부라고 부르기까지 하다니,0
니가 뭔데 나한테 이래라 저래라야  너부터 잘하고 해 남한테 이상한 얘기나 하고 다니지 말고,0
솔직히 요즘 음방 1위가 뭔 의미가 있나,0
박물관 짓는다고? 마지막으로 크게 한탕 하는거야?,0
"초딩때도 배우는 공중도덕, 공공질서 개념 모르세요?",0
걔 또 말썽 부렸나 보네,0
안그래도 이것 때문에 요새 스트레스 이긴 해. 머릿결이 지저분해 보이거든,0
남들에게 피해를 주면서 까지 피워야해?,0
친척들 명절에 모이면 잔소리할게 뻔한데 가기 싫다,0
용팔이들 진짜 죽여버리고 싶네,1
방자가 통치하는 나라 개웃기겠다,0
정신상태가 근본이 없구만 ㅋㅋㅋ,1
인생에서 진정한 친구 3명만 있어도 무지 성공한 인생이더라,0
내일 부터 운동을 진짜 나가야 겠다,0
심지어 연기도 잘하니까 정말 유능한 배우라고 생각해.,0
배운 게 없으면 그 정도는 해야지 ㅋㅋㅋ,1
계속 그럴 거면 집 따로 살아 ;; 그게 남편이냐..,1
그럼 바로 게임 시작해볼까요,0
여자친구 차 버리고 싶은데 차기는 또 미안하고,0
감정적으로 호소하는 것도 일 나름이야,0
수많은 남자들이 쳐다도 안 보는 여자란 소리지,1
아냐.. 다들 본인 운동한다고 남들 신경 안 써 그리고 살 빼려고 가는 건데 그런거 신경 안 써 난,0
"#@#이 #@인간및인간집단.인물.방송인.남성# 나라냐? 부모가 #@#, #@#인데.",0
"그니까 그냥 여기 오겠다는 애들 몇 데리고 와놓고, 국가유공자 탈북시키는 것도 아니고",0
다들 예의머리가 최고봉이야.,1
오 쟤네 벌써 100일,0
그래도 니가 버려 너도 같이 들어가고,0
채팅 타임에 합의했으면 그대로 해야지,0
너 손가락 다쳤어?,0
오리처럼 귀엽다는 거지?,0
나이 많아도 자상해,0
"평생 그 여자 숨기고 살면 인간적으로 이해는 한다만, 이혼 요구는 선을 넘었지.",0
바디프로필 찍는사람 요즘 진짜많네,0
"#@인간및인간집단.인물.체육인.여성#, 당한 게 아니라 코치를 데리고 논 거 아냐?",1
재밌기만 한데 뭔 상관이야?,0
인구수 적은 중국이라는 말이 틀린게없다,1
진상들은 개념은 어디에 두고 밥 처먹으러 오는 걸까,0
실수로 개고기를 먹었다는 영국 여자가 있네?,0
우리 가족보험도 모두 해지할거다 사기꾼아,0
"야, 쟤네는 노래를 잘 하는 실력파 그룹이잖아.",0
조선족 좀 무섭지 않냐?,1
봉사 같은 거 해봤자 도움 하나도 안 되니까 기부나 해;,0
