text,real_label,wrong_label
북조선 실효지배지역임 ㅋㅋ,1,0.0
수준 참.. 욕 많이 먹어봤나봐?^^,0,1.0
우리나라 택시 기사들 개념 없어,0,1.0
누구 인생 조질 일 있냐?,0,1.0
걔한테 무슨 문제가 있겠지,1,0.0
그니까 다른 멤버들도 쟤는 오빠빨로 됐다고 인식하는 듯….,0,1.0
갤질하면서 서로 죽일 듯이 싸우는 애들은 ㄹㅇ 왜그러는거냐,1,0.0
못 받는 나는 수입 외래어종이냐?,1,0.0
쫓아다니다니 자기야 우린 연인이잖아,1,0.0
한번 치여보셈.,1,0.0
닌 진짜 사람 도 아니다 앞으로 연락 하지마,0,1.0
그리고 저거 홍어래,1,0.0
그래서 내가 조심하라고 한 마디 했더니 그 할아버지가 오히려 화를 내더라 ㅋㅋㅋ,1,0.0
사실 둘이 쇼윈도 부부 아니냐?,1,0.0
와 여자 헬창은 다르긴 하네,0,1.0
아서라 엉덩이 찢어질라,0,1.0
운동하는 애들 성격 이상하다는 소리가 소문이 아니었네.,1,0.0
맞아 그럴거면 큐앤에이 왜 하냐고 ㅋㅋㅋ,1,0.0
#@인간및인간집단.인물.인물_무정보.여성# 즙짜는 거 봐라.,1,0.0
그니까 작작좀 하면 좋겠는데,1,0.0
쟤처럼 음식 깨작대고 골골대는 사람을 고삭부리라고 하는 거야.,0,1.0
여친이 오마카세 먹고 싶다고 하면 마트 초밥 사주는 거지 남친 답답해서 어떻게 만나냐고 ㅋㅋㅋ,1,0.0
남편의 직위가 곧 그 여자의 직위란 걸 몰라?,1,0.0
학교에서 맨날 애교부리면서 다니는 여자애들은 자기가 사랑 못받고 자라서 그런거야 ?,0,1.0
왜냐고? 우린 금수저가 아니니까;,1,0.0
뭐래 내가 너보다는 잘하고 있는데 불만 있으면 친추 걸어서 1대1 하자,0,1.0
아빠 양복 뺏어서 입은 것 같음,0,1.0
그리고 택시비 얼마나 한다고 그걸 아끼냐,1,0.0
캣맘들이 밥만 주고 방치하니까 그런거야,1,0.0
#@인간및인간집단.인물.방송인.남성#은 손 빨리 씻어야겠다!,1,0.0
거울도 안보고 사니?,0,1.0
만만한 게 뭐라고 당신 자식이 군대에 갔어도 그럴 수 있어?,1,0.0
오늘 버스 타려는데 휠체어충 있어서 한참 기다렸어,1,0.0
진짜 전임자 똥 치우느라 고생한다,1,0.0
자기들 편하자고 남 불편하게 하는 거 너무 이기적이야,0,1.0
너 나올까봐 겁난다,1,0.0
님아 베플내리셈 ㅋㅋ 언제쩍 텐트야ㅋㅋ요즘 어플 예약인데,0,1.0
한국 리턴해서 돼지불백 집 차릴 거라던데,1,0.0
"오늘 점심은 피자네. 내가 분명히 피자는 먹지 않는다고 얘기했는데, 날 무시하는거야?",1,0.0
어쩌라고. 걸리던 말던.,1,0.0
넌 승부욕이 너무 넘쳐서 탈이야,0,1.0
어짜피 하지도 못 할건데ㅋㅋㅋ재밌네,0,1.0
대만인들을 섬짱깨라고 하는 거야?,0,1.0
한녀가 키타령 외모타령하면 뭐라고 하면서 갓양녀들이 하니까 당연하다고?,0,1.0
"나는 sns에서 깨어있는 척, 논리적인 척 하는 사람들이 너무 웃겨",1,0.0
완전 너 무시한거 아냐; 헤어져 그냥,0,1.0
넌 너가 이상하다는걸 너희 부모도 알어?,0,1.0
니도 가능하지,1,0.0
브이로그 하는 사람들 보다보면 좀 억지스러워서 거북하지 않아?,1,0.0
키즈카페 아르바이트 하는데 어린애들 진짜 때리고싶더라,0,1.0
너 내 앞에서 정치 얘기하면서 지금 빨갱이 드립치는 거야??,1,0.0
댓글 적으신 한남님들 임신 가능하신가요오?,0,1.0
야 요즘은 장애인도 다 연애 한대 ㅋㅋ,1,0.0
니가 뭔데 나한테 이래라 저래라야  너부터 잘하고 해 남한테 이상한 얘기나 하고 다니지 말고,0,1.0
박물관 짓는다고? 마지막으로 크게 한탕 하는거야?,0,1.0
원래 목소리 큰애들이 피방 점령함 ㅋㅋ,1,0.0
얘는 제작진이 하차하라고 눈치를 이렇게 주는데도 안 나가네,1,0.0
방자가 통치하는 나라 개웃기겠다,0,1.0
스테이크 먹어보긴 했냐?,1,0.0
"얼마나 잘맞으면 그럴까? 진심 부럽다, 부러워.",1,0.0
여자친구 차 버리고 싶은데 차기는 또 미안하고,0,1.0
"#@#이 #@인간및인간집단.인물.방송인.남성# 나라냐? 부모가 #@#, #@#인데.",0,1.0
"그니까 그냥 여기 오겠다는 애들 몇 데리고 와놓고, 국가유공자 탈북시키는 것도 아니고",0,1.0
견찰서 가면 오토바이가 약자라 과실 먹입니다.,1,0.0
그래도 니가 버려 너도 같이 들어가고,0,1.0
동생 죽는 데 걔도 원인을 기여하지 않았나?,1,0.0
"#@인간및인간집단.인물.체육인.여성#, 당한 게 아니라 코치를 데리고 논 거 아냐?",1,0.0
인구수 적은 중국이라는 말이 틀린게없다,1,0.0
경찰은 저렇게 수사할거면 나 수사권 줘라,1,0.0
진상들은 개념은 어디에 두고 밥 처먹으러 오는 걸까,0,1.0
우리 가족보험도 모두 해지할거다 사기꾼아,0,1.0
난 하나도 안불편한데,1,0.0
조선족 좀 무섭지 않냐?,1,0.0
봉사 같은 거 해봤자 도움 하나도 안 되니까 기부나 해;,0,1.0
너 요새 유부녀한테 꽂힌거 내가 모를줄 아냐?,0,1.0
이 놈의 정부는 무슨 자신감으로 위드 코로나를 하는 거야?,0,1.0
어쩔 ?,1,0.0
저는 일하고있는데 갑자기 중국분이 한국은 코로나 방역이 왜 이러냐고 뭐라고 하시는데 진짜 같잖더라구요 어이가없어서 중국때문에 이렇게 됐는데 뭔 개소린지..;; 그래놓고 재난지원금 안준다고,0,1.0
아! 나 잘생긴 오빠들 많은 술집 알고 있다,1,0.0
#@#인지 지자랑#@#인지 모르겠네,1,0.0
어린 애들이 더 끌리지 않냐?,1,0.0
쟤는 본인도 바닥부터 시작했으면서 남 무시하더라?,0,1.0
앞질러 가게라도 해 주든가 ㅋㅋㅋ ㅇㅈ임,0,1.0
다른 집 여자들은 남편이 집에서 놀아도 잘만 입고 다니더라.,1,0.0
여자들 자기들끼리 있을 땐 야한 얘기 많이 하고 그런다며?,1,0.0
정신나간 인간이네 남한테 피해줘놓고 저렇게 당당할 일이야?,0,1.0
너랑 상관 없는 일이니까 관심 좀 끊어줄래?,1,0.0
그니까 지네 대학 애들이 다 지 수준이라고 생각하고 있으니 아래 대학 애들 무시하는 거지,0,1.0
지 손녀한테도 그럴까,1,0.0
요즘같이 캠프 다녀온 애들이 뭘 알겠냐,0,1.0
배달라이더 vs 개념없는 여자 누가 더 별로냐,0,1.0
왠일로 이런 걸 가져와. 너답지 않게. 해가 서쪽에서 뜨겠네.,0,1.0
공산국가라서 모든지 하나로 만드는 거야,1,0.0
ㅋㅋㅋ진짜 김연아 너무 존예야.,1,0.0
남의 사정에 왜 이렇게 부들부들대냐,0,1.0
니 안전장치 점검도 안하고 뭐했노?,1,0.0
당연히 이성애가 정상아니야?,1,0.0
네가 정신차리기 전까지는 거리를 좀 둘래,1,0.0
시끄러우니까 적당히 해라,1,0.0
오로지 아줌마들에게 판타지를 제공할 수 있느냐가 문제지,0,1.0
나 똥차 남친이랑 헤어졌다,1,0.0
저런 사회악은 다 근본부터 처단을 해야 정신을 차리지,0,1.0
어휴 답답이 이리와 내가 해줄께,0,1.0
전화기 장식으로 들고 다니는 애들 이해가 안 가. 전화 좀 받지,0,1.0
오지랖 부리지 좀 마,1,0.0
야 저기 설마 유모차 안에 강아지임?,0,1.0
정상적인 여성들도 자기 수준으로 끌어내리는 곳이지,0,1.0
국뽕 보면 한국인들이 얼마나 인정받고 싶어하는 욕구를 가졌는지 알 수 있음,1,0.0
게임 할 줄도 모르는 애들이 왜 들어와서 설치는지 모르겠어,0,1.0
넌 한 10개는 먹을 것 같은데?,1,0.0
"맞아, 합법화돼서 사 먹는 게 여러모로 깔끔하지.",1,0.0
회사에서 기혼 여성을 기피하는 것도 이해가 가,1,0.0
하... 둘다 극혐인데... 정말 답이 없네.,0,1.0
그럴 시간에 공부하거나 알바를 해,1,0.0
남북 통일은 때마다 나오는데 지겹지도 않냐,1,0.0
민짜들 담배 왜 이렇게 당당하게 사러오냐?,0,1.0
교수님들은 자기밖에 몰라,0,1.0
이쁘다는 증거지 ㅋㅋㅋㅋ,1,0.0
#@# 차장 달았다고 인턴직들 막대하는거보면 진짜 개역겨움,0,1.0
아니 난 연예인들 싫어해,1,0.0
그럼 말짱 도루묵이네ㅋㅋㅋ,0,1.0
참을 만큼 참았어. 나도 사람이라고.,1,0.0
어후 거기 냄새를 어떻게 맡았대ㅋㅋ,1,0.0
남편은 진짜 분리수거 안해가나 ?,1,0.0
"응 봤어, 정부는 알고있는데도 평화협정한다면서?",1,0.0
연예인이 숨길만도 한데 당당하게 밝히네 털털한 스타일일듯,0,1.0
이거 완전 거품인듯?,1,0.0
변경도 승객의 권리잔아요 이아저씨 안되겠네,1,0.0
변호사나 변리사 등등의 전문직이 아무리 잘 나가도 의치한 미만 잡이야.,0,1.0
"나는 그 영화 보고, 역시 #@#인은 한국에 들이는게 아니다라는 생각만 들더라.",1,0.0
요즘 뉴스들 보면 거짓 보도 심하지 않아?,1,0.0
집값을 내리겠다던 #@인간및인간집단.인물.정치인.남성#씨 과연 약속을 지켰을까요?,1,0.0
연예인이면 시청자 눈을 즐겁게 해줘야지 ㅉㅉ,0,1.0
와 현타 오네 안 하는 게 바보네,1,0.0
그럼 그냥 지네들끼리 사는 데 가서 살면 안 되나?,1,0.0
이 동네에서 더러워서 못살겠다,0,1.0
어제 왕따가 나한테 욕해서 뺨 엄청 때렸음,1,0.0
저래놓고 자긴 잘못 없다고 빤스런하겠지,0,1.0
온갖 것들이 마음에 안 들 텐데 당연하지.,1,0.0
아니 별로. 근데 너 얼굴이 왜그래?,0,1.0
아들 죽이는 데 가만히 있었어?,1,0.0
사올테니까 그깟 휴지가지고 쪼잔하게 굴지마,0,1.0
라떼 이즈 홀스 시전했겠네,0,1.0
군내 휴대폰 소지가 누구의 작품인지 모르겠지만 말야,1,0.0
와 나랑 똑같은 생각을 하네,1,0.0
나 되게 커요 ㅎㅎ 그리고 되게 잘하는데 ㅎㅎ,1,0.0
갑자기 킥라니들이 튀어나와서 놀란게 한두번이 아니야,1,0.0
어떻게 생겼는지 면상 한번 궁금하네,0,1.0
정부까고 싶은 사람들은 어떤 상황에도 난리침,1,0.0
대학 교수 솔직히 날로 먹는거 아님?,0,1.0
그런 질문 지겨우니까 그만 좀 해.,1,0.0
쟤 학교에 미니스커트 입고 왔는데 제정신인가?,0,1.0
어디서 자작나무 타는 냄새 안나?,1,0.0
딱봐도 잘못한거 있는데 덮어놓고 찬양하는 것좀 봐라,1,0.0
가서 사탕 하나 준다고 따라오라 그래,1,0.0
오라버니가 끝까지 닿도록 해줄 게,1,0.0
하여튼 유명인사가 되고 봐야해.,1,0.0
ㄹㅇ 그럴거면 나주지 ㅋㅋㅋㅋ,1,0.0
그야말로 범죄 대선이지.,0,1.0
깜빵에 보냈어야지..,0,1.0
맞아 #@# 오져,1,0.0
그니까 바람 안 핀 사람은 있어도 한 번만 피운 사람은 없다던데 앞날 딱 보이네,0,1.0
악플이라니 불쌍하게 생겼다고했지,0,1.0
이번 설거지 당번 너 아니냐?,0,1.0
걍 내 동기 남자애들 군대에 대신 집어넣고 싶다 ㅋㅋㅋ,0,1.0
진짜 그런 남자 거르는게 답이다.,1,0.0
나를 넘기고 돈 받아먹은 사람 너지?,0,1.0
이보소 고객이 옷도 못입어보고 사요,1,0.0
야 여자들 갖고 장사하는 건 일반 서비스직이랑 똑같아,1,0.0
나 지나가다가 구제 옷 입은 사람 봤는데 그저 일호선 노숙자더라.,1,0.0
요즘 마누라들 땅콩 사건 보면서 좀 반성좀 해라.,1,0.0
ㅋㅋ 말하는 수준봐라 초등학생이냐?,0,1.0
참기만 한 나는 바보였어,1,0.0
자기들이 세상 정의인 양 나대더니 이제 막 뜨던 애들 앞길 다 막아놓고 나몰라라 하는 무책임한 것들 역겹고 혐오스러워,0,1.0
바로 억장 무너져서 한번 더 뒤질걸?,0,1.0
솔직히 #@#맥주는 개맛없는데 사람들 왜 맛있는 척 하는거임?,0,1.0
누구 속 뒤집을 일 있어? 잘 났어 정말,0,1.0
오크들한테 돈벌어서 이쁜여자 만날 생각하지,0,1.0
저런 여자랑 4년 살았으면 후회는 안 할 거다,1,0.0
강북애들은 볼이 빨개.,1,0.0
너 진짜 객관적으로 별로인 사람이야,1,0.0
세상에서 제일 궁금한 게 짱깨 머리 속이다,0,1.0
그렇게 옷을 입고다니는데 건강한 남자가 안덮치는게 이상한거지,0,1.0
세금만 무지하게 걷어가노,1,0.0
"그런 생각을 하다니, 너가 숨 쉬는 산소도 아깝다.",0,1.0
그런 애들은 부모도 그냥 진작에 버렸을 듯,0,1.0
모가지가 꼿꼿해서 차마 굽힐 수가 없나 봐.,0,1.0
멀쩡하게 회사 다니던 사람을 자기 밑으로 데려 왔으면 사람 대접은 해줘야 될 것 아니야,0,1.0
지가 간수 못한걸 엄한 사람 잡고있어,0,1.0
여친 사실 받았을듯 남친한테 못받는다고 하고 ㅋㅋ,0,1.0
임기 내내 입만 열면 실체 없는 미사 어구 남발,0,1.0
쟤는 다음 주부터 그냥 모임 안 나와도 될 것 같은데,1,0.0
남아이돌 사건 사고 터지는거 보면 모르겠냐?,1,0.0
저 자식이 우리 부모님을 욕하잖아.,1,0.0
맘에 안 든다고 죽였는데 15년이래,1,0.0
그래도 우리나라만큼 살기 좋은 나라 없어,1,0.0
뭐 바이러스도 엄청 작은데 전염성이 빠르잖음,1,0.0
엄마 친구 아들은 이번에 서울대 원서 넣었더라,1,0.0
부끄러운 줄도 모르고 저러는 거 진짜 극혐이다.,0,1.0
만난지 3개월만에 혼인신고 보니까 부모도 쟤 컨트롤 못하는듯,0,1.0
아내는 무슨 죄야 죽어서도 괴롭겠어,1,0.0
#@#이 이번에 #@# 포로들 다 총살했더라,1,0.0
야 다 벗고 뭐하고 있냐?,0,1.0
머릿속에 딴 게 가득인데 얘기가 되겠니?,0,1.0
예수 믿냐?,0,1.0
언제부터 게으른 게 자랑이었는지 몰라,0,1.0
"뭐야, 알지도 못하면서 뭔 수준을 논해",0,1.0
가만히 있으면 반이라도 가지,0,1.0
너 어제 술먹고 나한테 꼬장부린 거 기억 안나지?,1,0.0
까불지말고 안에 들어가 있어!,1,0.0
굵기 길이 다 가졌네ㅋㅋ 부럽다,0,1.0
관심종목 등록된 회사가 어디 가겠냐?,1,0.0
동족 살육해도 되는건가요?,1,0.0
하나하고 딴짓하고 하나하고 딴짓하고,0,1.0
이제 뭐 간판 떼고 새로 영업해야겠네…. 한국인들 이런 데에 제일 발빠르잖아 ㅋㅋ,0,1.0
친일파 후손 배우가 민주열사 역으로 나오면 드라마 보고 싶겠냐?,0,1.0
ㅋㅋㅋ 반성해라 가만히 있어도 반은 가,0,1.0
한국 여자들은 너무 드세고 기가 세,0,1.0
하체운동해서 밤의 사나이로 다시 태어난다,0,1.0
싸이 강남 스타일 빌보드 떴을 때 간통죄 폐지에는 아무도 나서지 않더라...,1,0.0
사이비 교회 때문에 노인들이 이상해졌어,1,0.0
당신 국선이 일 따위로 해놓고도 이거 승소했다고 당신이 잘해서 그랬다고 자랑할 거잖아?,0,1.0
난 이쁜 여자 보면 떨려서 말이 안 나오더라.,0,1.0
마음으론 실컷 욕하고 싶은데 어울리는 욕조차 떠오르지 않는다.,0,1.0
고춧가루까지 좀 타줘야지 정신차림,0,1.0
밥은 안 먹어도 말대꾸할 힘은 넘치는구나,1,0.0
얼굴에 철판 겁나 깔고 사네. 제발 사라져 주라,0,1.0
즈그들의 모임에는 코로나가 없나 기가 찹니다.,0,1.0
시장다니면서 오뎅먹는 정치 안하겠다고 호언장담하더니 가는곳곳 시장이란시장은 다 돌아다니데,1,0.0
아까 그 군인 뭐야? 재수 없어,0,1.0
중국은 그냥 사람 차로 쳐서 죽이는 일이 흔하구나.,1,0.0
발음 안 좋은 걸 비판은 할 수 있지 쟤네 한국에 돈 벌러 온 거잖아,0,1.0
어휴 슴만튀하고 신고 안 당했어?,0,1.0
아쉬울게 없으니 개판인가봐,0,1.0
일을 그렇게 해 놓고 밥타령이야,1,0.0
"언냐, 이거 나만 불편해? ㅋㅋ",0,1.0
문재앙 실컷 빨아바라 집이나 살수 있겠나 거지들아,0,1.0
사람을 이렇게 부려먹고 돈은 쥐꼬리만큼 주는데,1,0.0
진짜 매니큐어? 장난 아니고? 머리가 없나? 무슨 그런 애들이 다 있음?,0,1.0
#@인간및인간집단.인물.정치인.남성# 지는 #@인간및인간집단.인물.정치인.여성# 탄핵에 앞장섰으면서 #@인간및인간집단.인물.정치인.여성# 수사한 #@인간및인간집단.인물.정치인.남성#을 까네,1,0.0
이 정권은 누구를 위한 정부냐?,1,0.0
말을 뭐 그런 식으로 하니?,1,0.0
뽕을 맞아도 유명하고 볼 일이라는 교훈이다,1,0.0
우리나라 학생들은 생긴게 왜 다 저 모양이냐,0,1.0
진짜 말세다 말세,1,0.0
야야 잊어 세상에 널린게 여자야~,1,0.0
저 사람 여자 였어?,1,0.0
워홀 가면 문란하게 논대 ㅋㅋㅋ,1,0.0
그럼 너는 친구들 따라서 담배로 지지고 야구방망이로 패는 게 정당하다고 생각해?,0,1.0
물건 훔치는 죄랑 음주운전이랑 비슷한 구형이네,1,0.0
완전 전형적인 카푸어의 삶이네.,0,1.0
요즘 어린 것들 왜 이렇게 버릇이 없냐,1,0.0
여자들에겐 동거보다 결혼이 유리해,1,0.0
너 물복숭아 닮았어,0,1.0
진짜 이런 논리 없는 무지성 패드립은 왜 치는거야?,0,1.0
똑똑하기는 지가 맨날 입 잘못 놀려서 얻어 맞더만,0,1.0
이제는 하다하다 우회해서 게임 머니를 결제하냐,1,0.0
누구긴 #@인간및인간집단.인물.정치인.남성#이지,1,0.0
드디어 망하는 건가 리셋하자,1,0.0
그런 아저씨들은 거울 안 보는 건가?,0,1.0
라면만 먹어대니 그렇게 맨날 골골대지,0,1.0
한쪽만 잃을게 많을 때 꼭 약점 삼아 저러더라.,1,0.0
아니 대부분 다 그렇게 생겼어,0,1.0
근데 우리 아내는 일본인이라 그런지 고분고분하고 순종적이야,1,0.0
남자가 묵직한 맛이 있어야지,0,1.0
요즘 잼민이들 사이에 최대 욕이래,1,0.0
지하철에 애 데리고 타는 여자들은 대체 뭐냐?,1,0.0
그냥 커피콩 삶은 물이잖아,0,1.0
이정도면 사기 수준으로 신고해야겠는데요,1,0.0
배구 주장은 경기중에 욕을 해도 걸크러쉬라고 박수 쳐주면서 야구팀 막내는 껌 씹었다고 조리돌림 당하는 중 ㅋㅋ,0,1.0
야이 늠덜아 문재인 보유국인 게 자랑스럽지도 않냐 이늠 덜아,0,1.0
이슬람은 진짜 상상을 초월하는 싸이코 종교더라,0,1.0
솔직히 아이돌들 다 한철이지,1,0.0
이제 임기 끝나면 슬슬 감방 갈 준비 하셔야지,0,1.0
걔네 태워서 보내는 우주선이 아깝다.,0,1.0
쟤는 얼굴이 좀 별로다.,1,0.0
생활비 받는게 뭐 어때서? 내가 주부인데 어쩌라는거야?,1,0.0
너한테 한 말 아닌데 찔리냐?,1,0.0
#@인간및인간집단.인물.정치인.남성#처럼 이런 무능은 다시는 없을거야,0,1.0
"자, 게임 시작! 거지임을 입증하라.",0,1.0
아우 침대 밑에 이 먼지들 봐,0,1.0
그니까 피지컬 대단한 건 인정하는데 저정도는 누가 나와도 대체 가능한 수준이라 지금처럼 코먹은 소리로 노래하면 3년도 못 가지 ㅋㅋ,0,1.0
저 아저씨 배나온 거 좀 봐.,1,0.0
뭔데 내가 사버려야지,0,1.0
인종차별 좀 하지 마라 ㅉㅉ,1,0.0
솔직히 마음이 어쩌고 포장하면서 사실은 몸 섞는 걸 문제 삼는 거지.,0,1.0
말 같지도 않은 소리를 신명나게도 지껄이고 있다,0,1.0
그럼 안에다가 엄청 많이 싸는거야 ?,1,0.0
앞으로 터키에 갈 땐 후추스프레이를 들고 다녀야겠어.,1,0.0
현실에서 못할 말 온라인이라고 하는 거 진짜 한심하다,0,1.0
평소에 너한테서 나는 향기가 아닌 것 같아.,0,1.0
거짓말 안치고 내꺼 대왕가지임,1,0.0
그게 멋있다고 생각하는 건가 나중에 늙었을 때 지샠히들 한테 부끄럽다고 생각 안 하나?,0,1.0
근데 꼭 강아지 키운다고 성욕이 없는 건 아닌듯 뭐하고 다니는지 모르니까 ㅋㅋ,1,0.0
"그러니까, 능력도 없으면서 여자들끼리 서로 이기려고 발악하는 게 너무 역겨워.",0,1.0
그런데 또 하고 싶은 대로 하는 게 자유라고 생각하지,1,0.0
미국은 태생적으로 기독교 오컬트 국가인데 왜 빠는거야?,1,0.0
이런 끔찍한 곳에 사람이 살기는 사는구나.,1,0.0
카카오 진작에 나한테 알려줄 것이지. 아까운 내 기프티콘들,1,0.0
내 돈 들여서 만든 건데 왜 난리야,1,0.0
애들이 사진이나 동영상 갖고 있을지도 모르는데,1,0.0
대통령 코로나 사망은 우리나라는 해당안되냐,1,0.0
악플충 ㅉㅉ 이미 피디엪 다 땄음 ㅅㄱ 변명은 경찰서 가서 해,0,1.0
말 인간도 아닌 새끼들이 왜저리 많나 어처구니가 읍네,0,1.0
애초에 저딴 마인드가 깔려있으니까 거절할 생각도 없지,0,1.0
딴 건 맞는데 이쁜이는 갑자기 왜 찾음?ㅋ 여미 새 놈아,0,1.0
됐다 너한테는 걔가 아깝다,0,1.0
그 돈으로 마트나 갔다가 집에서 요리할 것이지,1,0.0
얘네들 원래 파파라치짓 하던 애들 아님? 많이 컸네,0,1.0
#@인간및인간집단.인물.정치인.남성# 하는 짓 보면 갈수록 역겹다.,0,1.0
남자들 다 나랑 똑같은 생각했을걸,1,0.0
내 몸 구석구석 흘깃거리면 너무 뜨거워져.,1,0.0
남자들 중에 손톱 관리 안하는 사람 은근 많다,1,0.0
ㅋㅋㅋㅋ 간절한 척 하지마,1,0.0
으휴 술때문에 신세 조진것들이 한둘이 아니구만 다 보고도 정신을 못차리네,0,1.0
무슨 약을 잘못 먹으면 저걸 기획해서 방송에 내보내는 거야,1,0.0
히틀러가 잘했다는 건 아니지만 그 시대를 생각하면 잘못된 것도 아님.,1,0.0
남자들 중에 돈까스 싫어하는 사람 본 적 없는 것 같아,1,0.0
얼굴은 평균 이하지,0,1.0
